instance_id,model,dataset,coherence,plausibility,completeness,composite_score
"Is the following sentence plausible? ""Santi Cazorla earned a red card in the Champions League Final.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Mark Stone spent time in the penalty box in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Eden Hazard hit the buzzer beater.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Wayne Rooney threw a touchdown in the Superbowl.""",Phi-3,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Robert Lewandowski threw a touchdown.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Igor Shesterkin launched a hail mary.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Max Scherzer was safe at first.""",Phi-3,sports,5,3,3,3.6667
"Is the following sentence plausible? ""Kwadwo Asamoah beat the shot clock in the Eastern Conference Finals.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Julian Edelman fumbled the ball.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Juan Soto did a double stepover.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""CJ McCollum shot from the six yard line.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Petr Cech bricked the three pointer.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Jakub Vrana skated backwards.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Brandon Lowe took a left footed shot.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Keenan Allen beat the buzzer in the Western Conference Finals.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marcelo got on the end of a through ball.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kwadwo Asamoah was flagged on the play.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Marvin Jones lost control of the puck.""",Phi-3,sports,5,2,2,3.0
"Is the following sentence plausible? ""Luke Voit was out at first.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Neymar did a maradona on the defender in the Champions Leage Semifinal.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Allen Robinson gained five yards.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Zach LaVine  shot the puck.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Blake Snell hit a single.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Elias Lindholm beat the buzzer.""",Phi-3,sports,5,2,3,3.3333
"Is the following sentence plausible? ""Tyler Glasnow scored a penalty kick.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""De'Aaron Fox scored a bicycle kick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tristan Jarry dunked the ball.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Kailer Yamamoto caught the back shoulder fade.""",Phi-3,sports,5,1,3,3.0
"Is the following sentence plausible? ""Mike Hoffman launched the half court shot in the Western Conference Finals.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Tom Wilson scored a penalty kick.""",Phi-3,sports,4,3,3,3.3333
"Is the following sentence plausible? ""Connor McDavid threw a touchdown in the NFC divisional round.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Fred VanVleet scored a freekick in the Champions League Final.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Andrei Svechnikov took ball four.""",Phi-3,sports,1,1,1,1.0
"Is the following sentence plausible? ""Miro Heiskanen earned a trip to the penalty box.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Edinson Cavani caught the screen pass.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marouane Fellaini scored in extra time.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Cooper Kupp scored in the third period in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Aleksander Barkov bricked the three pointer.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Anthony Davis beat the buzzer.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Toni Kroos performed a give and go.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Fernando Tatis Jr. earned a red card.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Pete Alonso hit a triple in the World Series.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Stephen Curry scored a reverse layup.""",Phi-3,sports,4,3,4,3.6667
"Is the following sentence plausible? ""David Silva took a throw in.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jayson Tatum nutmegged the defender.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Santi Cazorla called for the screen.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Philip Rivers drove into the restricted area.""",Phi-3,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Mark Stone hit a triple.""",Phi-3,sports,5,1,1,2.3333
"Is the following sentence plausible? ""Leon Draisaitl grounded out to second base in the National League Championship Series.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gerrit Cole committed a handball in the European Cup.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Caris LeVert scored a reverse layup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gabriel Landeskog launched the desperation heave.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""James Karinchak crossed the blue line.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Deshaun Watson was called for the goal tend in the Eastern Conference Finals.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Travis Konecny did a maradona on the defender.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Kevin Durant hit a walkoff homer.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Malik Beasley  comitted a three second violation.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Sean Couturier passed the puck in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Josh Allen hit the screen pass.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Tyler Boyd hit the screen pass in the NFC divisional round.""",Phi-3,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Fred VanVleet passed the puck.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Andres Iniesta performed a give and go.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kendrick Nunn took a charge.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Javier Mascherano took a left footed shot.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Courtland Sutton hit a triple.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Drew Brees was flagged on the play.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Aaron Nola converted the first down.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Ryan Nugent-Hopkins killed the powerplay.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Kawhi Leonard took a turnaround jumper.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Carlos Tevez skated backwards.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Delon Wright went for it on fourth down.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Sam Darnold scored on the power play in the Stanley Cup.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Ramires scored a header goal.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Keenan Allen drew a flag on the play in the NFC championship.""",Phi-3,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Mookie Betts took a side-step three.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Diego Forlan did a maradona on the defender.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Sean Couturier maradona'd the defender.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Joe Burrow gained five yards.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""LaMelo Ball launched the half court shot in the Western Conference Finals.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Pierre-Luc Dubois skated backwards.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Clint Capela got into the endzone.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Trae Young got into the endzone.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Evander Kane hit the slant pass in the AFC divisional round.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Jayson Tatum was called for the goal tend.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Stephan El Shaarawy shot with the left foot.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Sergio Aguero maradona'd the defender.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Tuukka Rask killed the powerplay.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Ryan O'Reilly hit the wheel route.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Willian killed the powerplay.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Matthew Stafford launched a hail mary.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""David Pastrnak skated backwards.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Klaas Jan Huntelaar shot the puck.""",Phi-3,sports,5,1,5,3.6667
"Is the following sentence plausible? ""Kyle Tucker took a left footed shot.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Joe Burrow caught the back shoulder fade in the Superbowl.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Mario Balotelli took a left footed shot in the Champions League Final.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Brandon Woodruff set the hard screen in the Eastern Conference Finals.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Carles Puyol did a maradona on the defender.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Juan Mata scored a bicycle kick in the Champions League Final.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Pedro struck out the side.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marcell Ozuna scored a touchdown.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Dylan Larkin walked on ball four.""",Phi-3,sports,2,1,1,1.3333
"Is the following sentence plausible? ""Sergio Ramos hit nothing but net.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Ben Simmons was called for the goal tend.""",Phi-3,sports,1,1,1,1.0
"Is the following sentence plausible? ""Nathan MacKinnon bricked the three pointer in the Eastern Conference Finals.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Justin Herbert maradona'd the defender.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Wayne Rooney watched the pitch go by.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Freddie Freeman watched the pitch go by.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Robert Woods converted the first down.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Sergio Busquets got on base.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Toni Kroos took a throw in in the Champions Leage Semifinal.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""John Brown went for it on fourth down in the NFC championship.""",Phi-3,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Nick Foles lost control of the puck.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Robert Woods killed the powerplay.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Vincent Kompany scored a bicycle kick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Didier Drogba got into the endzone.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Francisco Lindor walked on ball four.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Neal Pionk shot from the six yard line.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Norman Powell committed a blocking foul.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Nicklas Backstrom earned a trip to the penalty box.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""John Carlson entered the attacking zone in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Frederik Andersen converted the first down.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Dani Alves took the snap.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""James Harden shot from outside the eighteen.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""A.J. Green scored in the third period.""",Phi-3,sports,5,1,3,3.0
"Is the following sentence plausible? ""Carson Wentz caught the screen pass.""",Phi-3,sports,4,4,4,4.0
"Is the following sentence plausible? ""Mario Gomez scored a reverse layup.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Jaylen Brown comitted a three second violation.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Luis Robert was out at second.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Adam Thielen scored in added time.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jonas Valanciunas beat the buzzer.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Thomas Muller hit a triple.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tom Brady was safe at first.""",Phi-3,sports,4,4,4,4.0
"Is the following sentence plausible? ""Jonathan Marchessault went five hole.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Steven Stamkos hit the slant pass.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Juan Soto took ball four.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Brandin Cooks went for it on fourth down.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Tuukka Rask hit a double.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""George Springer committed a blocking foul.""",Phi-3,sports,1,1,2,1.3333
"Is the following sentence plausible? ""Juan Soto shot from beyond the arc.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jordan Binnington scored in the third period.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Malcolm Brogdon eurostepped to the basket in the NBA Championship.""",Phi-3,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Malcolm Brogdon banked the shot in.""",Phi-3,sports,4,3,4,3.6667
"Is the following sentence plausible? ""Draymond Green threw a touchdown.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Michael Conforto comitted a three second violation.""",Phi-3,sports,2,1,1,1.3333
"Is the following sentence plausible? ""Dougie Hamilton hit the buzzer beater.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mitchell Trubisky caught the screen pass.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""John Tavares earned a trip to the penalty box in the Stanley Cup.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Patrick Kane backhanded a shot in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Yaya Toure scored a freekick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mike Williams scored a bicycle kick in the FA Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Nick Castellanos hit the wheel route.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Javier Zanetti watched the pitch go by in the National League Championship Series.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Patrice Bergeron took a backhand shot.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Paulinho earned an indirect kick in the FA Cup.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Carson Wentz took to the ice.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marcell Ozuna hit into a double play.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Khyri Thomas  changed direction in the backfield in the NFC championship.""",Phi-3,sports,4,2,2,2.6667
"Is the following sentence plausible? ""Mike Trout eurostepped to the basket.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Nazem Kadri took a charge in the NBA Championship.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""DJ Chark caught the back shoulder fade in the NFC divisional round.""",Phi-3,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Juan Mata caught the screen pass.""",Phi-3,sports,2,1,1,1.3333
"Is the following sentence plausible? ""Mitchell Marner nutmegged the defender.""",Phi-3,sports,5,3,4,4.0
"Is the following sentence plausible? ""Kenta Maeda threw to first base in the American League Championship Series.""",Phi-3,sports,4,3,3,3.3333
"Is the following sentence plausible? ""Caris LeVert scored a reverse dunk.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gleyber Torres got a base hit.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jamal Murray walked on ball four.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Bastian Schweinsteiger scored in added time.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Aleksander Barkov passed the puck.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Drew Brees went for it on fourth down.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""T.Y. Hilton drew a flag on the play.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""DeVante Parker was called for icing.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Sterling Shepard hit a walkoff homer.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""John Carlson scored in the third period.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Ryan Tannehill hit a triple.""",Phi-3,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Mike Williams fumbled the ball in the Superbowl.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kailer Yamamoto performed a slide tackle in the European Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Sonny Gray was out at second.""",Phi-3,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Robin Lehner launched the desperation heave.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Jamison Crowder drew a flag on the play.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jonathan Marchessault scored on the power play in the Stanley Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Dejounte Murray took a side-step three.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Nazem Kadri was out at home.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Adam Thielen got on base.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Brad Hand hit the wheel route.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kenta Maeda caught the screen pass.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Ketel Marte got into the endzone.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Giorgio Chiellini committed a handball in the FA Cup.""",Phi-3,sports,5,5,2,4.0
"Is the following sentence plausible? ""Bryce Harper fumbled the ball.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Jesus Luzardo was called for slashing.""",Phi-3,sports,5,1,3,3.0
"Is the following sentence plausible? ""Vincent Kompany comitted a three second violation.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kyle Tucker stepped on first base.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jakub Vrana hit a walkoff homer.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Elias Lindholm took the snap.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jerry Jeudy killed the powerplay.""",Phi-3,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Gerrit Cole set the hard screen.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Corbin Burnes earned an indirect kick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jayson Tatum took a side-step three in the NBA Championship.""",Phi-3,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Mookie Betts skated behind the net.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""T.Y. Hilton threw a touchdown in the AFC divisional round.""",Phi-3,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Emmanuel Sanders got a base hit.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Arjen Robben crossed the blue line in the Stanley Cup.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Timo Meier nutmegged the defender in the FA Cup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Michael Porter Jr. called for the screen.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mookie Betts scored on the power play.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Nerlens Noel was out at home.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Tyler Glasnow watched the pitch go by.""",Phi-3,sports,3,3,3,3.0
"Is the following sentence plausible? ""Mike Trout hit a walkoff homer.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Klaas Jan Huntelaar scored the easy layup.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Patrice Bergeron converted the first down.""",Phi-3,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Mathew Barzal called for the screen.""",Phi-3,sports,2,2,2,2.0
"Is the following sentence plausible? ""Anthony Rizzo skated backwards in the Stanley Cup.""",Phi-3,sports,5,1,3,3.0
"Is the following sentence plausible? ""Mitchell Robinson airballed the shot.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Bryce Harper hit the back shoulder fade.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jack Flaherty walked to first base in the National League Championship Series.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Darius Slayton ran out of bounds in the AFC championship.""",Phi-3,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Gleyber Torres scored a bicycle kick.""",Phi-3,sports,5,5,5,5.0
"Is the following sentence plausible? ""Luka Modric went in studs up in the FA Cup.""",Phi-3,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Josh Allen caught the screen pass.""",Phi-3,sports,2,2,2,2.0
4810297f474b0e97ed78,Phi-3,sqa,3,3,1,2.3333
a4819e1c28b5e1eb4b09,Phi-3,sqa,5,5,5,5.0
f815aaa22d608f1dcb84,Phi-3,sqa,5,3,4,4.0
58e7eb38d889d4252123,Phi-3,sqa,4,5,2,3.6667
911c0d74b7882fc20ec8,Phi-3,sqa,4,4,2,3.3333
8716b85472632d6e200e,Phi-3,sqa,5,5,5,5.0
a96d28e1221bfbcf50a9,Phi-3,sqa,5,5,4,4.6667
1051df8b6730dcd1b34f,Phi-3,sqa,4,3,3,3.3333
b5b110367bb88821d9d0,Phi-3,sqa,5,5,3,4.3333
8ab96f428e06984bf0c6,Phi-3,sqa,5,5,4,4.6667
49f6cc28a8385f71d7ca,Phi-3,sqa,2,3,2,2.3333
3ac14678dd395d41639c,Phi-3,sqa,4,4,3,3.6667
001f5aedc57159e1fd99,Phi-3,sqa,3,2,2,2.3333
9cfdec34fa9bd1ed9d3f,Phi-3,sqa,2,2,1,1.6667
de62d38623fde2c2285a,Phi-3,sqa,5,5,3,4.3333
4e598d222fe1001cf4f8,Phi-3,sqa,5,5,5,5.0
d00ae50a07a5dd8b726c,Phi-3,sqa,5,4,4,4.3333
7bb5eb593f8cee3b4f5e,Phi-3,sqa,5,5,5,5.0
af531b69039676567cb9,Phi-3,sqa,5,5,4,4.6667
d8eaf52f02c5cfb98bce,Phi-3,sqa,5,4,5,4.6667
f32228b474fc1ff18d59,Phi-3,sqa,5,4,3,4.0
66b9bb0849ceff60cfde,Phi-3,sqa,5,5,5,5.0
ac641c5074e03e422221,Phi-3,sqa,5,1,3,3.0
162e5f5ec0f9d4a91cf8,Phi-3,sqa,5,5,5,5.0
0a87a031e804912db8df,Phi-3,sqa,2,2,2,2.0
622c71f22ddb683c15a8,Phi-3,sqa,5,5,4,4.6667
d8649d55a6e1a22b92d9,Phi-3,sqa,3,3,2,2.6667
9dff1d5fe4c07cdb0ccb,Phi-3,sqa,5,5,2,4.0
056452ee6c3af5567f82,Phi-3,sqa,4,4,1,3.0
7ced603c3d79a2f2739d,Phi-3,sqa,4,4,2,3.3333
38a3e1117891b029cd6b,Phi-3,sqa,5,5,3,4.3333
9a87e2e0f53e5d8689f2,Phi-3,sqa,5,5,5,5.0
0a8bb20dbdb99d68127e,Phi-3,sqa,2,2,1,1.6667
f231532fe17fd971d1e6,Phi-3,sqa,3,3,1,2.3333
b35f58b61b53c487d1ab,Phi-3,sqa,5,5,4,4.6667
9d2f5beb0ffe85faf16d,Phi-3,sqa,3,3,1,2.3333
6523b3b72884557b38e8,Phi-3,sqa,4,4,2,3.3333
0b201a9520a4745fcd59,Phi-3,sqa,4,4,2,3.3333
e0a9f1ef5fae44427b26,Phi-3,sqa,5,3,4,4.0
88b682482647a80a080d,Phi-3,sqa,3,3,2,2.6667
ac37cfbe97efb67fde55,Phi-3,sqa,3,3,2,2.6667
e7327e171bd965f6a3cf,Phi-3,sqa,4,4,2,3.3333
83395bf81226b3f487a7,Phi-3,sqa,3,3,3,3.0
fd6c86e0bccd5157cfd9,Phi-3,sqa,4,4,2,3.3333
136496e0b5e8bed459da,Phi-3,sqa,3,4,1,2.6667
f07a6acf27e25dedbb8d,Phi-3,sqa,5,5,5,5.0
3871d7a05a729494ecd9,Phi-3,sqa,4,4,2,3.3333
ee95615e3dafa5e19020,Phi-3,sqa,4,2,2,2.6667
e7730031d304759520ba,Phi-3,sqa,5,5,4,4.6667
d05b8ed82dbe1583b16c,Phi-3,sqa,5,5,5,5.0
e0e842a78f59698d0cfd,Phi-3,sqa,4,5,2,3.6667
c6ca93e6d29d85456bf3,Phi-3,sqa,5,4,5,4.6667
6e47423b2fdc8bc3130c,Phi-3,sqa,5,5,5,5.0
a2a388a19b87a34d902b,Phi-3,sqa,3,4,1,2.6667
903178c36c89e5f55a20,Phi-3,sqa,5,5,5,5.0
d07d517db865174dcee4,Phi-3,sqa,5,3,4,4.0
f240c88676b6ac6896ad,Phi-3,sqa,2,2,2,2.0
526259cd504bffe7f888,Phi-3,sqa,4,3,2,3.0
4ba70839df733c61f9a5,Phi-3,sqa,5,5,5,5.0
db70d15b07a9f288ffdc,Phi-3,sqa,5,5,3,4.3333
6541fe954f5c5a530fba,Phi-3,sqa,3,4,1,2.6667
e2d24b9e3cb4133c68b0,Phi-3,sqa,3,2,2,2.3333
8f12cd3797d27f250b00,Phi-3,sqa,2,2,2,2.0
b77d2efee37741e44c32,Phi-3,sqa,5,5,5,5.0
976710eb9fff4ed94fd8,Phi-3,sqa,5,5,3,4.3333
4a915ea5d025292cd7ec,Phi-3,sqa,3,2,1,2.0
88016d1d8b284aa9113c,Phi-3,sqa,4,4,3,3.6667
f315b85273989097eb91,Phi-3,sqa,5,4,5,4.6667
71d5af08c0cfb9565a54,Phi-3,sqa,2,2,2,2.0
935002dcfa70239e715f,Phi-3,sqa,5,5,5,5.0
