instance_id,model,dataset,coherence,plausibility,completeness,composite_score
1568,Mistral-7B,openbook,2,2,2,2.0
9-32,Mistral-7B,openbook,3,4,1,2.6667
9-317,Mistral-7B,openbook,5,5,5,5.0
767,Mistral-7B,openbook,4,5,2,3.6667
810,Mistral-7B,openbook,3,4,2,3.0
8-69,Mistral-7B,openbook,4,5,2,3.6667
485,Mistral-7B,openbook,3,3,2,2.6667
9-322,Mistral-7B,openbook,3,3,2,2.6667
8-201,Mistral-7B,openbook,3,3,2,2.6667
9-573,Mistral-7B,openbook,1,1,1,1.0
7-902,Mistral-7B,openbook,4,4,3,3.6667
8-346,Mistral-7B,openbook,4,4,2,3.3333
8-130,Mistral-7B,openbook,3,4,1,2.6667
1709,Mistral-7B,openbook,5,5,3,4.3333
"Is the following sentence plausible? ""Sterling Shepard converted the first down.""",Mistral-7B,sports,4,4,2,3.3333
"Is the following sentence plausible? ""James Karinchak worked a full count.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Domantas Sabonis gained five yards in the AFC championship.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Joao Moutinho was out at third.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Ryan Fitzpatrick scored a touchdown.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Tyreek Hill caught the screen pass.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Tom Brady converted the first down.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Deshaun Watson took a corner kick.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Malcolm Brogdon drove into the restricted area in the Eastern Conference Finals.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Frederik Andersen took a three.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Santi Cazorla earned a red card in the Champions League Final.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mark Stone spent time in the penalty box in the Stanley Cup.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Eden Hazard hit the buzzer beater.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Wayne Rooney threw a touchdown in the Superbowl.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Robert Lewandowski threw a touchdown.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Igor Shesterkin launched a hail mary.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Max Scherzer was safe at first.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Kwadwo Asamoah beat the shot clock in the Eastern Conference Finals.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Julian Edelman fumbled the ball.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Juan Soto did a double stepover.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""CJ McCollum shot from the six yard line.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Petr Cech bricked the three pointer.""",Mistral-7B,sports,2,1,2,1.6667
"Is the following sentence plausible? ""Jakub Vrana skated backwards.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Brandon Lowe took a left footed shot.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Keenan Allen beat the buzzer in the Western Conference Finals.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marcelo got on the end of a through ball.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Kwadwo Asamoah was flagged on the play.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Marvin Jones lost control of the puck.""",Mistral-7B,sports,3,2,1,2.0
"Is the following sentence plausible? ""Luke Voit was out at first.""",Mistral-7B,sports,4,5,3,4.0
"Is the following sentence plausible? ""Neymar did a maradona on the defender in the Champions Leage Semifinal.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Allen Robinson gained five yards.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Zach LaVine  shot the puck.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Blake Snell hit a single.""",Mistral-7B,sports,3,2,2,2.3333
"Is the following sentence plausible? ""Elias Lindholm beat the buzzer.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Tyler Glasnow scored a penalty kick.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""De'Aaron Fox scored a bicycle kick.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tristan Jarry dunked the ball.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kailer Yamamoto caught the back shoulder fade.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Mike Hoffman launched the half court shot in the Western Conference Finals.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Tom Wilson scored a penalty kick.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Connor McDavid threw a touchdown in the NFC divisional round.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Fred VanVleet scored a freekick in the Champions League Final.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Andrei Svechnikov took ball four.""",Mistral-7B,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Miro Heiskanen earned a trip to the penalty box.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Edinson Cavani caught the screen pass.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marouane Fellaini scored in extra time.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Cooper Kupp scored in the third period in the Stanley Cup.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Aleksander Barkov bricked the three pointer.""",Mistral-7B,sports,4,4,4,4.0
"Is the following sentence plausible? ""Anthony Davis beat the buzzer.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Toni Kroos performed a give and go.""",Mistral-7B,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Fernando Tatis Jr. earned a red card.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Pete Alonso hit a triple in the World Series.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Stephen Curry scored a reverse layup.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""David Silva took a throw in.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Jayson Tatum nutmegged the defender.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Santi Cazorla called for the screen.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Philip Rivers drove into the restricted area.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Mark Stone hit a triple.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Leon Draisaitl grounded out to second base in the National League Championship Series.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gerrit Cole committed a handball in the European Cup.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Caris LeVert scored a reverse layup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Gabriel Landeskog launched the desperation heave.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""James Karinchak crossed the blue line.""",Mistral-7B,sports,4,3,2,3.0
"Is the following sentence plausible? ""Deshaun Watson was called for the goal tend in the Eastern Conference Finals.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Travis Konecny did a maradona on the defender.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Kevin Durant hit a walkoff homer.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Malik Beasley  comitted a three second violation.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Sean Couturier passed the puck in the Stanley Cup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Josh Allen hit the screen pass.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tyler Boyd hit the screen pass in the NFC divisional round.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Fred VanVleet passed the puck.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Andres Iniesta performed a give and go.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Kendrick Nunn took a charge.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Javier Mascherano took a left footed shot.""",Mistral-7B,sports,5,3,4,4.0
"Is the following sentence plausible? ""Courtland Sutton hit a triple.""",Mistral-7B,sports,2,2,3,2.3333
"Is the following sentence plausible? ""Drew Brees was flagged on the play.""",Mistral-7B,sports,5,4,4,4.3333
"Is the following sentence plausible? ""Aaron Nola converted the first down.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Ryan Nugent-Hopkins killed the powerplay.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Kawhi Leonard took a turnaround jumper.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Carlos Tevez skated backwards.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Delon Wright went for it on fourth down.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Sam Darnold scored on the power play in the Stanley Cup.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Ramires scored a header goal.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Keenan Allen drew a flag on the play in the NFC championship.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Mookie Betts took a side-step three.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Diego Forlan did a maradona on the defender.""",Mistral-7B,sports,2,3,1,2.0
"Is the following sentence plausible? ""Sean Couturier maradona'd the defender.""",Mistral-7B,sports,4,4,4,4.0
"Is the following sentence plausible? ""Joe Burrow gained five yards.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""LaMelo Ball launched the half court shot in the Western Conference Finals.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Pierre-Luc Dubois skated backwards.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Clint Capela got into the endzone.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Trae Young got into the endzone.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Evander Kane hit the slant pass in the AFC divisional round.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Jayson Tatum was called for the goal tend.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Stephan El Shaarawy shot with the left foot.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Sergio Aguero maradona'd the defender.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Tuukka Rask killed the powerplay.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Ryan O'Reilly hit the wheel route.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Willian killed the powerplay.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Matthew Stafford launched a hail mary.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""David Pastrnak skated backwards.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Klaas Jan Huntelaar shot the puck.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Kyle Tucker took a left footed shot.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Joe Burrow caught the back shoulder fade in the Superbowl.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Mario Balotelli took a left footed shot in the Champions League Final.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Brandon Woodruff set the hard screen in the Eastern Conference Finals.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Carles Puyol did a maradona on the defender.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Juan Mata scored a bicycle kick in the Champions League Final.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Pedro struck out the side.""",Mistral-7B,sports,3,3,4,3.3333
"Is the following sentence plausible? ""Marcell Ozuna scored a touchdown.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Dylan Larkin walked on ball four.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Sergio Ramos hit nothing but net.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Ben Simmons was called for the goal tend.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Nathan MacKinnon bricked the three pointer in the Eastern Conference Finals.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Justin Herbert maradona'd the defender.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Wayne Rooney watched the pitch go by.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Freddie Freeman watched the pitch go by.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Robert Woods converted the first down.""",Mistral-7B,sports,4,5,3,4.0
"Is the following sentence plausible? ""Sergio Busquets got on base.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Toni Kroos took a throw in in the Champions Leage Semifinal.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""John Brown went for it on fourth down in the NFC championship.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Nick Foles lost control of the puck.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Robert Woods killed the powerplay.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Vincent Kompany scored a bicycle kick.""",Mistral-7B,sports,5,3,5,4.3333
"Is the following sentence plausible? ""Didier Drogba got into the endzone.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Francisco Lindor walked on ball four.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Neal Pionk shot from the six yard line.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Norman Powell committed a blocking foul.""",Mistral-7B,sports,2,3,1,2.0
"Is the following sentence plausible? ""Nicklas Backstrom earned a trip to the penalty box.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""John Carlson entered the attacking zone in the Stanley Cup.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Frederik Andersen converted the first down.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Dani Alves took the snap.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""James Harden shot from outside the eighteen.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""A.J. Green scored in the third period.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Carson Wentz caught the screen pass.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Mario Gomez scored a reverse layup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Jaylen Brown comitted a three second violation.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Luis Robert was out at second.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Adam Thielen scored in added time.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Jonas Valanciunas beat the buzzer.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Thomas Muller hit a triple.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Tom Brady was safe at first.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Jonathan Marchessault went five hole.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Steven Stamkos hit the slant pass.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Juan Soto took ball four.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Brandin Cooks went for it on fourth down.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Tuukka Rask hit a double.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""George Springer committed a blocking foul.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Juan Soto shot from beyond the arc.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jordan Binnington scored in the third period.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Malcolm Brogdon eurostepped to the basket in the NBA Championship.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Malcolm Brogdon banked the shot in.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Draymond Green threw a touchdown.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Michael Conforto comitted a three second violation.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Dougie Hamilton hit the buzzer beater.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Mitchell Trubisky caught the screen pass.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""John Tavares earned a trip to the penalty box in the Stanley Cup.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Patrick Kane backhanded a shot in the Stanley Cup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Yaya Toure scored a freekick.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mike Williams scored a bicycle kick in the FA Cup.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Nick Castellanos hit the wheel route.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Javier Zanetti watched the pitch go by in the National League Championship Series.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Patrice Bergeron took a backhand shot.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Paulinho earned an indirect kick in the FA Cup.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Carson Wentz took to the ice.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Marcell Ozuna hit into a double play.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Khyri Thomas  changed direction in the backfield in the NFC championship.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Mike Trout eurostepped to the basket.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Nazem Kadri took a charge in the NBA Championship.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""DJ Chark caught the back shoulder fade in the NFC divisional round.""",Mistral-7B,sports,4,4,2,3.3333
"Is the following sentence plausible? ""Juan Mata caught the screen pass.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Mitchell Marner nutmegged the defender.""",Mistral-7B,sports,3,3,3,3.0
"Is the following sentence plausible? ""Kenta Maeda threw to first base in the American League Championship Series.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Caris LeVert scored a reverse dunk.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gleyber Torres got a base hit.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jamal Murray walked on ball four.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Bastian Schweinsteiger scored in added time.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Aleksander Barkov passed the puck.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Drew Brees went for it on fourth down.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""T.Y. Hilton drew a flag on the play.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""DeVante Parker was called for icing.""",Mistral-7B,sports,1,1,1,1.0
"Is the following sentence plausible? ""Sterling Shepard hit a walkoff homer.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""John Carlson scored in the third period.""",Mistral-7B,sports,3,2,1,2.0
"Is the following sentence plausible? ""Ryan Tannehill hit a triple.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Mike Williams fumbled the ball in the Superbowl.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Kailer Yamamoto performed a slide tackle in the European Cup.""",Mistral-7B,sports,5,5,4,4.6667
"Is the following sentence plausible? ""Sonny Gray was out at second.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Robin Lehner launched the desperation heave.""",Mistral-7B,sports,2,1,1,1.3333
"Is the following sentence plausible? ""Jamison Crowder drew a flag on the play.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Jonathan Marchessault scored on the power play in the Stanley Cup.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Dejounte Murray took a side-step three.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Nazem Kadri was out at home.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Adam Thielen got on base.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Brad Hand hit the wheel route.""",Mistral-7B,sports,3,4,2,3.0
"Is the following sentence plausible? ""Kenta Maeda caught the screen pass.""",Mistral-7B,sports,5,5,3,4.3333
"Is the following sentence plausible? ""Ketel Marte got into the endzone.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Giorgio Chiellini committed a handball in the FA Cup.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Bryce Harper fumbled the ball.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jesus Luzardo was called for slashing.""",Mistral-7B,sports,2,2,1,1.6667
"Is the following sentence plausible? ""Vincent Kompany comitted a three second violation.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Kyle Tucker stepped on first base.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Jakub Vrana hit a walkoff homer.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Elias Lindholm took the snap.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Jerry Jeudy killed the powerplay.""",Mistral-7B,sports,3,3,1,2.3333
"Is the following sentence plausible? ""Gerrit Cole set the hard screen.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Corbin Burnes earned an indirect kick.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Jayson Tatum took a side-step three in the NBA Championship.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Mookie Betts skated behind the net.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""T.Y. Hilton threw a touchdown in the AFC divisional round.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Emmanuel Sanders got a base hit.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Arjen Robben crossed the blue line in the Stanley Cup.""",Mistral-7B,sports,4,5,3,4.0
"Is the following sentence plausible? ""Timo Meier nutmegged the defender in the FA Cup.""",Mistral-7B,sports,5,1,3,3.0
"Is the following sentence plausible? ""Michael Porter Jr. called for the screen.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Mookie Betts scored on the power play.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Nerlens Noel was out at home.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Tyler Glasnow watched the pitch go by.""",Mistral-7B,sports,3,3,2,2.6667
"Is the following sentence plausible? ""Mike Trout hit a walkoff homer.""",Mistral-7B,sports,4,4,3,3.6667
"Is the following sentence plausible? ""Klaas Jan Huntelaar scored the easy layup.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Patrice Bergeron converted the first down.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Mathew Barzal called for the screen.""",Mistral-7B,sports,4,3,3,3.3333
"Is the following sentence plausible? ""Anthony Rizzo skated backwards in the Stanley Cup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Mitchell Robinson airballed the shot.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Bryce Harper hit the back shoulder fade.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Jack Flaherty walked to first base in the National League Championship Series.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Darius Slayton ran out of bounds in the AFC championship.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Gleyber Torres scored a bicycle kick.""",Mistral-7B,sports,5,5,5,5.0
"Is the following sentence plausible? ""Luka Modric went in studs up in the FA Cup.""",Mistral-7B,sports,2,2,2,2.0
"Is the following sentence plausible? ""Josh Allen caught the screen pass.""",Mistral-7B,sports,4,4,3,3.6667
4810297f474b0e97ed78,Mistral-7B,sqa,2,2,2,2.0
a4819e1c28b5e1eb4b09,Mistral-7B,sqa,2,2,2,2.0
f815aaa22d608f1dcb84,Mistral-7B,sqa,5,5,3,4.3333
58e7eb38d889d4252123,Mistral-7B,sqa,4,5,2,3.6667
911c0d74b7882fc20ec8,Mistral-7B,sqa,4,4,3,3.6667
8716b85472632d6e200e,Mistral-7B,sqa,5,5,5,5.0
a96d28e1221bfbcf50a9,Mistral-7B,sqa,5,5,4,4.6667
1051df8b6730dcd1b34f,Mistral-7B,sqa,4,5,3,4.0
b5b110367bb88821d9d0,Mistral-7B,sqa,2,2,2,2.0
8ab96f428e06984bf0c6,Mistral-7B,sqa,4,3,3,3.3333
49f6cc28a8385f71d7ca,Mistral-7B,sqa,4,4,3,3.6667
3ac14678dd395d41639c,Mistral-7B,sqa,5,5,4,4.6667
001f5aedc57159e1fd99,Mistral-7B,sqa,3,2,2,2.3333
9cfdec34fa9bd1ed9d3f,Mistral-7B,sqa,3,2,1,2.0
de62d38623fde2c2285a,Mistral-7B,sqa,3,4,2,3.0
4e598d222fe1001cf4f8,Mistral-7B,sqa,4,3,2,3.0
d00ae50a07a5dd8b726c,Mistral-7B,sqa,4,4,3,3.6667
7bb5eb593f8cee3b4f5e,Mistral-7B,sqa,5,5,5,5.0
af531b69039676567cb9,Mistral-7B,sqa,5,5,3,4.3333
d8eaf52f02c5cfb98bce,Mistral-7B,sqa,4,5,2,3.6667
f32228b474fc1ff18d59,Mistral-7B,sqa,2,1,1,1.3333
66b9bb0849ceff60cfde,Mistral-7B,sqa,5,5,5,5.0
ac641c5074e03e422221,Mistral-7B,sqa,2,2,1,1.6667
162e5f5ec0f9d4a91cf8,Mistral-7B,sqa,5,5,5,5.0
0a87a031e804912db8df,Mistral-7B,sqa,4,4,2,3.3333
622c71f22ddb683c15a8,Mistral-7B,sqa,5,5,4,4.6667
d8649d55a6e1a22b92d9,Mistral-7B,sqa,3,3,1,2.3333
9dff1d5fe4c07cdb0ccb,Mistral-7B,sqa,4,3,2,3.0
056452ee6c3af5567f82,Mistral-7B,sqa,2,2,2,2.0
7ced603c3d79a2f2739d,Mistral-7B,sqa,5,5,3,4.3333
