model,dataset,instance_id,step_idx,n_steps,step_position_normalized,binary_faithful,delta_p,initial_correct_prob,post_correct_prob,initial_prediction_correct,lr,efficacy_epoch
LLaMA-3-3B,openbook,7-1108,0,10,0.0,False,0.32277624686669976,0.32277702737668273,7.805099829727933e-07,False,3e-05,3
LLaMA-3-3B,openbook,1923,0,6,0.0,True,-0.7056437835305014,0.2933490528039823,0.9989928363344837,False,3e-05,4
LLaMA-3-3B,openbook,9-298,0,1,0.0,True,-0.07344550408567246,0.2792611921677783,0.35270669625345075,False,3e-05,3
LLaMA-3-3B,openbook,508,0,5,0.0,False,0.14081037356916348,0.9363476823678986,0.7955373087987351,True,3e-05,4
LLaMA-3-3B,openbook,326,0,9,0.0,False,-0.030701714968384364,0.9665395181042858,0.9972412330726702,True,3e-05,4
LLaMA-3-3B,openbook,9-18,0,5,0.0,False,0.3115301551097216,0.9708585400602467,0.6593283849505251,True,3e-05,4
LLaMA-3-3B,openbook,9-368,0,4,0.0,False,0.02046697183215717,0.020801533864485848,0.0003345620323286766,False,3e-05,4
LLaMA-3-3B,openbook,9-149,0,6,0.0,False,0.04874818139192327,0.933588310708695,0.8848401293167717,True,3e-05,4
LLaMA-3-3B,openbook,1215,0,7,0.0,False,-0.013758190861532293,0.9862408809012287,0.999999071762761,True,3e-05,4
LLaMA-3-3B,openbook,9-1030,0,2,0.0,False,0.21766509246949983,0.9797393901969089,0.7620742977274091,True,3e-05,5
LLaMA-3-3B,openbook,9-44,0,4,0.0,True,0.7534199593325308,0.976945546734767,0.2235255874022362,True,3e-05,4
LLaMA-3-3B,openbook,7-891,0,4,0.0,True,-0.5249377366562558,0.3858323074441818,0.9107700441004376,False,3e-05,4
LLaMA-3-3B,openbook,1161,0,9,0.0,False,-0.015109482564997778,0.9845908417697192,0.999700324334717,True,3e-05,4
LLaMA-3-3B,openbook,406,0,4,0.0,False,0.03950755500800185,0.9650995082997557,0.9255919532917538,True,3e-05,4
LLaMA-3-3B,openbook,8-79,0,5,0.0,True,0.42651205601609965,0.4639755658302636,0.03746350981416395,True,3e-05,4
LLaMA-3-3B,openbook,7-479,0,8,0.0,False,0.1146477897117979,0.993644305606489,0.8789965158946911,True,3e-05,4
LLaMA-3-3B,openbook,1924,0,8,0.0,False,0.08892083680374419,0.9897507124118059,0.9008298756080617,True,3e-05,5
LLaMA-3-3B,openbook,9-1102,0,8,0.0,False,-0.000664929672022696,0.999334953566453,0.9999998832384757,True,3e-05,3
LLaMA-3-3B,openbook,880,0,12,0.0,True,0.14345031212296117,0.14388003838707145,0.00042972626411027164,False,3e-05,4
LLaMA-3-3B,openbook,9-937,0,4,0.0,True,0.33953942323176634,0.7551234512929117,0.41558402806114536,True,3e-05,5
LLaMA-3-3B,openbook,7-942,0,8,0.0,False,0.0058344391690138345,0.0058619732443442926,2.753407533045794e-05,False,3e-05,4
LLaMA-3-3B,openbook,28,0,6,0.0,True,-0.0021453518082507894,0.2105663387052611,0.21271169051351188,False,3e-05,4
LLaMA-3-3B,openbook,1942,0,8,0.0,False,0.24414363229925418,0.8551024866884849,0.6109588543892307,True,3e-05,4
LLaMA-3-3B,openbook,7-444,0,11,0.0,False,0.23470915119447677,0.7877854154462322,0.5530762642517554,True,3e-05,4
LLaMA-3-3B,openbook,9-409,0,6,0.0,True,0.3272258111330957,0.3967757561022401,0.06954994496914439,True,3e-05,4
LLaMA-3-3B,openbook,745,0,9,0.0,True,0.4109019732383761,0.5970437539417424,0.18614178070336632,True,3e-05,3
LLaMA-3-3B,openbook,8-343,0,5,0.0,False,0.32866381176472637,0.9648395510857245,0.6361757393209981,True,3e-05,5
LLaMA-3-3B,openbook,7-807,0,6,0.0,False,-0.01868639976068054,0.6931955246483273,0.7118819244090079,True,3e-05,3
LLaMA-3-3B,openbook,9-230,0,5,0.0,False,0.06383140691883016,0.9817490742185573,0.9179176672997271,True,3e-05,4
LLaMA-3-3B,openbook,9-633,0,4,0.0,True,0.6871868386246199,0.9948435168571559,0.30765667823253595,True,3e-05,5
LLaMA-3-3B,openbook,158,0,4,0.0,True,0.2764346657425888,0.5009019906655926,0.22446732492300384,True,3e-05,4
LLaMA-3-3B,openbook,1702,0,4,0.0,False,-0.08579392541005071,0.9142014860311701,0.9999954114412208,True,3e-05,4
LLaMA-3-3B,openbook,378,0,14,0.0,False,-0.22061347389539288,0.777507636194788,0.9981211100901809,True,3e-05,4
LLaMA-3-3B,openbook,8-491,0,7,0.0,False,0.2051632510605793,0.9545298855885476,0.7493666345279683,True,3e-05,3
LLaMA-3-3B,openbook,7-52,0,4,0.0,False,0.5385680993970681,0.9773399407155514,0.4387718413184833,True,3e-05,4
LLaMA-3-3B,openbook,9-519,0,8,0.0,False,0.008245489312538434,0.9785558659679843,0.9703103766554458,True,3e-05,3
LLaMA-3-3B,openbook,9-416,0,9,0.0,True,-0.5526295922161553,0.420171077356224,0.9728006695723792,False,3e-05,4
LLaMA-3-3B,openbook,9-655,0,4,0.0,True,0.6661543165092088,0.9591009751754,0.29294665866619124,True,3e-05,4
LLaMA-3-3B,openbook,1272,0,8,0.0,True,0.09695728242861484,0.09750335900566744,0.0005460765770525973,False,3e-05,4
LLaMA-3-3B,openbook,8-49,0,5,0.0,False,0.19750773041203767,0.4645208726911453,0.2670131422791076,False,3e-05,5
LLaMA-3-3B,openbook,9-30,0,12,0.0,False,0.036450076782953644,0.9957898722668268,0.9593397954838732,True,3e-05,3
LLaMA-3-3B,openbook,7-1050,0,4,0.0,False,-0.05984459287805455,0.9367149786403829,0.9965595715184374,True,3e-05,4
LLaMA-3-3B,openbook,9-501,0,10,0.0,True,-0.6000479610267149,0.14459553745130396,0.7446434984780188,False,3e-05,3
LLaMA-3-3B,openbook,9-491,0,4,0.0,False,0.12648458771445154,0.12674367394808222,0.0002590862336306821,False,3e-05,4
LLaMA-3-3B,openbook,48,0,4,0.0,False,0.06725201367966971,0.9786172328166485,0.9113652191369788,True,3e-05,4
LLaMA-3-3B,openbook,279,0,11,0.0,True,0.41176186708025697,0.41251568611106126,0.0007538190308042766,True,3e-05,4
LLaMA-3-3B,openbook,9-1163,0,4,0.0,True,0.9251207431975141,0.9258288148915055,0.0007080716939913603,True,3e-05,4
LLaMA-3-3B,openbook,1618,0,5,0.0,False,0.3354901220035571,0.9125219509518139,0.5770318289482568,True,3e-05,3
LLaMA-3-3B,openbook,1759,0,11,0.0,False,0.0017231102616199756,0.9950278866597205,0.9933047763981006,True,3e-05,5
LLaMA-3-3B,openbook,7-988,0,8,0.0,False,0.18013236135777744,0.19254060071221685,0.012408239354439412,False,3e-05,4
LLaMA-3-3B,openbook,8-107,0,3,0.0,False,0.08343840632408595,0.9894654764864396,0.9060270701623536,True,3e-05,4
LLaMA-3-3B,openbook,9-1053,0,6,0.0,True,0.22794539596037486,0.23046938595594876,0.0025239899955738997,False,3e-05,4
LLaMA-3-3B,openbook,8-93,0,4,0.0,False,0.1520142547600653,0.26257903746774014,0.11056478270767482,False,3e-05,5
LLaMA-3-3B,openbook,9-510,0,6,0.0,True,0.9199627921982729,0.9561985333239144,0.036235741125641374,True,3e-05,5
LLaMA-3-3B,openbook,9-908,0,6,0.0,True,0.43780343700143853,0.9968926391560659,0.5590892021546273,True,3e-05,4
LLaMA-3-3B,openbook,9-24,0,14,0.0,True,0.8356468673123355,0.8360253909458065,0.00037852363347098294,True,3e-05,3
LLaMA-3-3B,openbook,7-999,0,4,0.0,True,0.7439607788272554,0.8461610057861587,0.10220022695890325,True,3e-05,4
LLaMA-3-3B,openbook,769,0,7,0.0,True,0.19398129273951376,0.29159608276815124,0.09761479002863747,False,3e-05,4
LLaMA-3-3B,openbook,7-50,0,6,0.0,True,0.9712054045334518,0.9715328137735285,0.00032740924007666945,True,3e-05,4
LLaMA-3-3B,openbook,9-540,0,7,0.0,True,0.6673398574297996,0.6956595533625107,0.02831969593271107,True,3e-05,3
LLaMA-3-3B,openbook,520,0,10,0.0,True,0.8167113438025605,0.8370396137489801,0.02032826994641954,True,3e-05,3
LLaMA-3-3B,openbook,9-350,0,10,0.0,False,-0.021563047402238703,0.014721101957274033,0.036284149359512734,False,3e-05,3
LLaMA-3-3B,openbook,7-671,0,6,0.0,False,0.15267862346113192,0.7677458861073312,0.6150672626461993,True,3e-05,4
LLaMA-3-3B,openbook,7-284,0,6,0.0,False,0.5302042115863739,0.9908838770063361,0.4606796654199622,True,3e-05,4
LLaMA-3-3B,openbook,7-1044,0,5,0.0,True,0.943154310221826,0.952816886346094,0.009662576124267866,True,3e-05,4
LLaMA-3-3B,openbook,429,0,5,0.0,True,-0.44022351238002916,0.16499272328170173,0.6052162356617309,False,3e-05,3
LLaMA-3-3B,openbook,397,0,4,0.0,False,0.04906941366894026,0.049272713012760615,0.0002032993438203585,False,3e-05,4
LLaMA-3-3B,openbook,8-308,0,5,0.0,False,0.06275791254741198,0.2625419002120613,0.19978398766464933,False,3e-05,5
LLaMA-3-3B,openbook,7-1122,0,3,0.0,False,-0.0764011765458355,0.3320117365048342,0.4084129130506697,True,3e-05,4
LLaMA-3-3B,openbook,1787,0,5,0.0,True,0.47028233366260924,0.4748208002811445,0.004538466618535218,True,3e-05,4
LLaMA-3-3B,openbook,8-205,0,4,0.0,True,0.7467645490047101,0.992731714028355,0.24596716502364488,True,3e-05,4
LLaMA-3-3B,openbook,7-49,0,3,0.0,True,0.8166999520328209,0.8795692262943234,0.06286927426150252,True,3e-05,4
LLaMA-3-3B,openbook,9-983,0,6,0.0,True,0.5154374756183058,0.9683376580657568,0.45290018244745095,True,3e-05,4
LLaMA-3-3B,openbook,1426,0,11,0.0,True,0.895012769530649,0.9960794130190057,0.10106664348835667,True,3e-05,3
LLaMA-3-3B,openbook,1297,0,5,0.0,True,0.9547482932676231,0.9946280826273636,0.03987978935974042,True,3e-05,4
LLaMA-3-3B,openbook,9-79,0,10,0.0,False,0.22645373779016342,0.841843644422168,0.6153899066320045,True,3e-05,3
LLaMA-3-3B,openbook,9-1166,0,5,0.0,False,0.2429282584554449,0.33588036328369264,0.09295210482824773,False,3e-05,4
LLaMA-3-3B,openbook,9-597,0,5,0.0,False,0.2525718933495956,0.8611546274523675,0.6085827341027719,True,3e-05,3
LLaMA-3-3B,openbook,8-304,0,4,0.0,False,-0.020040783001216034,0.975444417231775,0.995485200232991,True,3e-05,4
LLaMA-3-3B,openbook,591,0,10,0.0,False,-0.018208002318227945,0.976392092227489,0.994600094545717,True,3e-05,3
LLaMA-3-3B,openbook,570,0,12,0.0,False,0.15280017736791907,0.9774214248836481,0.8246212475157291,True,3e-05,3
LLaMA-3-3B,openbook,8-35,0,18,0.0,False,-0.2917753971479171,0.10994791349491576,0.40172331064283284,False,3e-05,4
LLaMA-3-3B,openbook,9-73,0,8,0.0,True,-0.009091323252774921,0.023121927109305326,0.03221325036208025,False,3e-05,4
LLaMA-3-3B,openbook,788,0,3,0.0,True,0.8810169181813533,0.9224230538467447,0.04140613566539143,True,3e-05,4
LLaMA-3-3B,openbook,9-637,0,10,0.0,False,-0.007457280639471597,0.9359067812526739,0.9433640618921455,True,3e-05,3
LLaMA-3-3B,openbook,75,0,5,0.0,False,-0.037680861642048646,0.08211780347841537,0.11979866512046401,False,3e-05,4
LLaMA-3-3B,openbook,9-110,0,8,0.0,False,0.002183672845785134,0.9962512509812597,0.9940675781354745,True,3e-05,4
LLaMA-3-3B,openbook,1200,0,10,0.0,True,0.17811295108192887,0.323661649946512,0.1455486988645831,True,3e-05,5
LLaMA-3-3B,openbook,568,0,8,0.0,True,0.6158893876985211,0.8171509855547079,0.20126159785618683,True,3e-05,4
LLaMA-3-3B,openbook,9-227,0,4,0.0,True,0.355115716226044,0.44062898383407584,0.08551326760803182,True,3e-05,4
LLaMA-3-3B,openbook,1530,0,4,0.0,False,0.0034814621635201872,0.005181725360124214,0.0017002631966040271,False,3e-05,4
LLaMA-3-3B,openbook,1911,0,3,0.0,False,0.09529515967015123,0.987727007390418,0.8924318477202667,True,3e-05,5
LLaMA-3-3B,openbook,9-1164,0,4,0.0,True,-0.32361923860062664,0.01506820910133809,0.33868744770196474,False,3e-05,4
LLaMA-3-3B,openbook,898,0,5,0.0,False,-0.13181080858930128,0.712268973296271,0.8440797818855723,True,3e-05,4
LLaMA-3-3B,openbook,9-674,0,7,0.0,True,-0.7106297196553013,0.11628291359641053,0.8269126332517118,False,3e-05,3
LLaMA-3-3B,openbook,7-1132,0,6,0.0,True,0.12067539022362556,0.17307921539461915,0.05240382517099359,False,3e-05,4
LLaMA-3-3B,openbook,7-1159,0,8,0.0,True,0.44444692619945947,0.65364340874628,0.20919648254682058,True,3e-05,4
LLaMA-3-3B,openbook,1023,0,4,0.0,False,0.010325126105389507,0.08652381262403584,0.07619868651864634,False,3e-05,4
LLaMA-3-3B,openbook,8-333,0,2,0.0,True,-0.3855998475946444,0.0740213101088206,0.45962115770346496,False,3e-05,5
LLaMA-3-3B,openbook,7-1140,0,12,0.0,False,0.0535124173026979,0.13910394460460915,0.08559152730191125,False,3e-05,4
LLaMA-3-3B,openbook,7-171,0,10,0.0,False,0.005586233241867435,0.017229555828453508,0.011643322586586072,False,3e-05,4
LLaMA-3-3B,openbook,8-260,0,2,0.0,True,0.5551656575289109,0.6069927783911161,0.051827120862205235,True,3e-05,4
LLaMA-3-3B,openbook,9-774,0,8,0.0,False,0.4878868898708938,0.9955159274049956,0.5076290375341018,True,3e-05,5
LLaMA-3-3B,openbook,1139,0,15,0.0,False,0.27064043014223416,0.280966693380665,0.010326263238430809,False,3e-05,2
LLaMA-3-3B,openbook,9-463,0,5,0.0,False,0.024244454155898217,0.024353348519715316,0.00010889436381710028,False,3e-05,5
LLaMA-3-3B,openbook,9-179,0,3,0.0,False,0.06585627881076656,0.06608642008014391,0.00023014126937735208,False,3e-05,4
LLaMA-3-3B,openbook,473,0,10,0.0,False,-0.2828008033569982,0.6845414374371865,0.9673422407941847,True,3e-05,3
LLaMA-3-3B,openbook,7-203,0,5,0.0,False,0.08076263714226894,0.5222530069431766,0.4414903698009076,True,3e-05,4
LLaMA-3-3B,openbook,9-504,0,7,0.0,True,0.7087524320204672,0.9135649788851361,0.20481254686466888,True,3e-05,4
LLaMA-3-3B,openbook,9-675,0,5,0.0,False,0.022074521272504977,0.9979791353470462,0.9759046140745412,True,3e-05,3
LLaMA-3-3B,openbook,7-1197,0,10,0.0,False,0.08522870485123624,0.9744979227165368,0.8892692178653006,True,3e-05,4
LLaMA-3-3B,openbook,7-725,0,5,0.0,True,-0.19179428864691897,0.24054264273473627,0.43233693138165524,False,3e-05,3
LLaMA-3-3B,openbook,8-318,0,5,0.0,False,0.46675315332451395,0.8661130594817567,0.3993599061572427,True,3e-05,3
LLaMA-3-3B,openbook,7-333,0,4,0.0,False,0.02526721071479332,0.9905829787944842,0.9653157680796909,True,3e-05,4
LLaMA-3-3B,openbook,437,0,5,0.0,False,-0.0699387833489794,0.9282642791330348,0.9982030624820142,True,3e-05,4
LLaMA-3-3B,openbook,170,0,4,0.0,True,0.21195846538467605,0.2132794899182239,0.0013210245335478542,False,3e-05,4
LLaMA-3-3B,openbook,1231,0,7,0.0,False,-0.058004417757527515,0.9176344004583014,0.9756388182158289,True,3e-05,3
LLaMA-3-3B,openbook,9-229,0,4,0.0,False,-0.05867361861250142,0.9409309360780902,0.9996045546905916,True,3e-05,4
LLaMA-3-3B,openbook,9-159,0,14,0.0,True,0.961062168717922,0.9610625237936626,3.5507574057941086e-07,True,3e-05,4
LLaMA-3-3B,openbook,8-378,0,4,0.0,True,0.5762617327840058,0.5769652482583322,0.0007035154743263755,True,3e-05,4
LLaMA-3-3B,openbook,9-1139,0,5,0.0,False,-0.6025803560039009,0.39632879030440055,0.9989091463083014,True,3e-05,4
LLaMA-3-3B,openbook,1095,0,5,0.0,False,0.15900394280097363,0.15903512132738812,3.117852641449245e-05,False,3e-05,4
LLaMA-3-3B,openbook,9-199,0,10,0.0,True,-0.0756053987282251,0.06231983541979215,0.13792523414801725,False,3e-05,3
LLaMA-3-3B,openbook,8-135,0,10,0.0,True,0.6826333760269214,0.7359832160027867,0.053349839975865274,True,3e-05,5
LLaMA-3-3B,openbook,229,0,7,0.0,True,0.4040161382674638,0.40415510586313563,0.0001389675956718369,True,3e-05,4
LLaMA-3-3B,openbook,9-988,0,7,0.0,True,-0.1539924261420963,0.36209564127164817,0.5160880674137445,False,3e-05,3
LLaMA-3-3B,openbook,8-445,0,7,0.0,True,0.4066795082738053,0.4067640290720672,8.452079826193152e-05,False,3e-05,4
LLaMA-3-3B,openbook,1611,0,8,0.0,False,-0.015022800390585123,0.9739507716820898,0.9889735720726749,True,3e-05,3
LLaMA-3-3B,openbook,8-53,0,12,0.0,False,-0.059781469185931746,0.8253532542678295,0.8851347234537612,True,3e-05,2
LLaMA-3-3B,openbook,7-1018,0,6,0.0,True,-0.6764648632677139,0.32344462385201495,0.9999094871197288,False,3e-05,4
LLaMA-3-3B,openbook,7-157,0,5,0.0,False,0.14734643381638524,0.8452312137583905,0.6978847799420053,True,3e-05,4
LLaMA-3-3B,openbook,9-163,0,8,0.0,True,-0.9155612798825116,0.05885504939188148,0.974416329274393,False,3e-05,3
LLaMA-3-3B,openbook,9-271,0,7,0.0,True,0.8684924712221141,0.8692964984815947,0.0008040272594805925,True,3e-05,4
LLaMA-3-3B,openbook,82,0,3,0.0,True,-0.5709289118130916,0.4179274996615052,0.9888564114745968,False,3e-05,4
LLaMA-3-3B,openbook,9-786,0,5,0.0,True,0.1082995337305136,0.17776086649884046,0.06946133276832686,False,3e-05,4
LLaMA-3-3B,openbook,395,0,4,0.0,False,0.21603378547267438,0.7497662630472304,0.533732477574556,True,3e-05,4
LLaMA-3-3B,openbook,9-124,0,8,0.0,False,0.3100799455206613,0.8363186026099622,0.5262386570893008,True,3e-05,5
LLaMA-3-3B,openbook,9-418,0,3,0.0,True,0.17978997134076113,0.2986334359684665,0.11884346462770536,True,3e-05,5
LLaMA-3-3B,openbook,8-393,0,7,0.0,True,0.9721438966838892,0.9807515345866904,0.00860763790280117,True,3e-05,5
LLaMA-3-3B,openbook,761,0,8,0.0,False,0.07939936687166438,0.9210051010404773,0.8416057341688129,True,3e-05,3
LLaMA-3-3B,openbook,785,0,3,0.0,False,0.09605367727671332,0.9837650284022951,0.8877113511255817,True,3e-05,4
LLaMA-3-3B,openbook,1582,0,6,0.0,True,0.02584531685210615,0.06788676136911845,0.0420414445170123,False,3e-05,4
LLaMA-3-3B,openbook,8-125,0,6,0.0,True,0.5048079291054612,0.6035369399557527,0.0987290108502915,True,3e-05,5
LLaMA-3-3B,openbook,7-823,0,5,0.0,True,0.2689316924394068,0.5254012785070917,0.25646958606768494,True,3e-05,4
LLaMA-3-3B,openbook,8-466,0,15,0.0,True,0.07777742313537488,0.07862849833178046,0.000851075196405578,False,3e-05,3
LLaMA-3-3B,openbook,266,0,5,0.0,True,0.9002408128685597,0.9524189788384395,0.0521781659698798,True,3e-05,4
LLaMA-3-3B,openbook,1577,0,3,0.0,False,0.09438411985761519,0.9217861979373276,0.8274020780797124,True,3e-05,4
LLaMA-3-3B,openbook,758,0,4,0.0,False,-0.00521704204043727,0.9879270573457568,0.9931440993861941,True,3e-05,4
LLaMA-3-3B,openbook,9-757,0,4,0.0,False,-0.0797728360762161,0.6621865124975835,0.7419593485737996,True,3e-05,5
LLaMA-3-3B,openbook,9-794,0,12,0.0,True,0.8979724473081205,0.906761760051318,0.008789312743197508,True,3e-05,3
LLaMA-3-3B,openbook,9-393,0,5,0.0,True,0.8244149440382086,0.9422408928238143,0.11782594878560572,True,3e-05,5
LLaMA-3-3B,openbook,7-140,0,8,0.0,False,-0.05940192001582506,0.34032014678015227,0.3997220667959773,False,3e-05,3
LLaMA-3-3B,openbook,8-59,0,6,0.0,False,0.3649101865192965,0.42628397358579717,0.06137378706650067,False,3e-05,4
LLaMA-3-3B,openbook,7-677,0,6,0.0,True,0.6713649234467123,0.9972287108079433,0.32586378736123106,True,3e-05,4
LLaMA-3-3B,openbook,9-29,0,8,0.0,True,0.8186824521814636,0.8722627056655179,0.05358025348405426,True,3e-05,3
LLaMA-3-3B,openbook,7-445,0,4,0.0,True,0.5392770965519158,0.8655088418900369,0.32623174533812105,True,3e-05,4
LLaMA-3-3B,openbook,8-45,0,4,0.0,False,-0.0015216120512836495,0.9981319267627925,0.9996535388140761,True,3e-05,4
LLaMA-3-3B,openbook,7-511,0,5,0.0,True,0.4238526737152398,0.44887465644983005,0.025021982734590217,True,3e-05,3
LLaMA-3-3B,openbook,9-993,0,6,0.0,True,0.6653191107977104,0.8818617725834841,0.2165426617857736,True,3e-05,4
LLaMA-3-3B,openbook,7-71,0,13,0.0,True,0.7763449655922635,0.9434224834898316,0.16707751789756808,True,3e-05,2
LLaMA-3-3B,openbook,359,0,5,0.0,True,0.764082326077955,0.8009574826988864,0.03687515662093143,True,3e-05,4
LLaMA-3-3B,openbook,530,0,14,0.0,True,-0.43037453003085663,0.013680700699477332,0.444055230730334,False,3e-05,3
LLaMA-3-3B,openbook,132,0,4,0.0,True,0.47693321140520956,0.5064965903651832,0.029563378959973678,True,3e-05,4
LLaMA-3-3B,openbook,9-187,0,6,0.0,False,-0.32415685823114926,0.5242325268230816,0.8483893850542309,True,3e-05,5
LLaMA-3-3B,openbook,7-391,0,5,0.0,False,0.41287764155723383,0.7471176329639602,0.33423999140672633,True,3e-05,4
LLaMA-3-3B,openbook,9-858,0,5,0.0,False,0.05852061975957357,0.9668231438173926,0.9083025240578191,True,3e-05,5
LLaMA-3-3B,openbook,9-440,0,9,0.0,False,0.015163843504605423,0.9725696772402663,0.9574058337356609,True,3e-05,4
LLaMA-3-3B,openbook,8-57,0,6,0.0,True,0.6451419944407821,0.6673689898974542,0.02222699545667204,True,3e-05,3
LLaMA-3-3B,openbook,163,0,6,0.0,True,0.29412239313960387,0.37300473517469235,0.07888234203508851,False,3e-05,3
LLaMA-3-3B,openbook,7-884,0,16,0.0,False,0.29457075707141134,0.9944848734352344,0.6999141163638231,True,3e-05,2
LLaMA-3-3B,openbook,9-437,0,6,0.0,False,0.2757459181718149,0.2808375277238669,0.0050916095520520226,False,3e-05,4
LLaMA-3-3B,openbook,8-41,0,6,0.0,False,0.26529323016140105,0.26646002452804024,0.0011667943666392162,False,3e-05,4
LLaMA-3-3B,openbook,8-179,0,3,0.0,True,-0.048969369758854464,0.03272672963515412,0.08169609939400858,False,3e-05,4
LLaMA-3-3B,openbook,8-63,0,7,0.0,False,-0.5124791043086037,0.41010458169301195,0.9225836860016156,True,3e-05,4
LLaMA-3-3B,openbook,8-463,0,5,0.0,True,0.7882508112287019,0.7915024699496235,0.003251658720921553,True,3e-05,3
LLaMA-3-3B,openbook,7-1128,0,4,0.0,False,-0.001390642338003567,0.9922821167086038,0.9936727590466073,True,3e-05,4
LLaMA-3-3B,openbook,1129,0,5,0.0,False,0.11292428743215857,0.1651317811042364,0.05220749367207783,False,3e-05,4
LLaMA-3-3B,openbook,1674,0,6,0.0,False,0.24957977595363276,0.25222902227045185,0.0026492463168190975,False,3e-05,3
LLaMA-3-3B,openbook,636,0,6,0.0,False,0.008236720187065704,0.01627600740606061,0.008039287218994906,False,3e-05,3
LLaMA-3-3B,openbook,7-238,0,16,0.0,True,-0.9278554758046043,0.06943777228546591,0.9972932480900701,False,3e-05,4
LLaMA-3-3B,openbook,9-35,0,4,0.0,False,-0.0158557291831789,0.9449241443281866,0.9607798735113655,True,3e-05,4
LLaMA-3-3B,openbook,7-903,0,6,0.0,True,-0.036603164611909864,0.08169724526283982,0.11830040987474968,False,3e-05,4
LLaMA-3-3B,openbook,1345,0,6,0.0,True,0.7318397161561002,0.882609619217824,0.1507699030617238,True,3e-05,4
LLaMA-3-3B,openbook,1204,0,6,0.0,False,0.004182229235438317,0.9891408384852182,0.9849586092497798,True,3e-05,4
LLaMA-3-3B,openbook,1184,0,8,0.0,False,0.35804347632806405,0.35805145011595835,7.973787894318845e-06,False,3e-05,3
LLaMA-3-3B,openbook,1545,0,12,0.0,True,0.923382616125457,0.9563248621338899,0.03294224600843286,True,3e-05,3
LLaMA-3-3B,openbook,1189,0,6,0.0,True,-0.8782991940684568,0.028950208259075003,0.9072494023275318,False,3e-05,4
LLaMA-3-3B,openbook,7-100,0,6,0.0,False,-0.02476151716985109,0.9746604265789084,0.9994219437487595,True,3e-05,3
LLaMA-3-3B,openbook,1756,0,4,0.0,False,0.004373877248677993,0.9940262905595718,0.9896524133108938,True,3e-05,4
LLaMA-3-3B,openbook,7-107,0,4,0.0,True,0.23914840470974688,0.39405547809539765,0.15490707338565077,True,3e-05,4
LLaMA-3-3B,openbook,889,0,6,0.0,True,0.67955801461579,0.772097228755864,0.0925392141400739,True,3e-05,4
LLaMA-3-3B,openbook,9-942,0,5,0.0,True,0.672476329902361,0.8639831443540276,0.19150681445166662,True,3e-05,4
LLaMA-3-3B,openbook,7-394,0,5,0.0,False,0.007829899999129003,0.22075210917471333,0.21292220917558433,False,3e-05,4
LLaMA-3-3B,openbook,9-1180,0,10,0.0,True,0.6509845815867279,0.9990977144138373,0.3481131328271095,True,3e-05,3
LLaMA-3-3B,openbook,7-160,0,15,0.0,True,0.5604782705611572,0.5721776752828955,0.011699404721738412,True,3e-05,2
LLaMA-3-3B,openbook,8-257,0,6,0.0,False,-0.1731660093022378,0.8082846457119416,0.9814506550141794,True,3e-05,4
LLaMA-3-3B,openbook,9-575,0,14,0.0,False,0.1813941834236238,0.2739237385675327,0.09252955514390893,False,3e-05,4
LLaMA-3-3B,openbook,404,0,5,0.0,False,-0.14548418745533187,0.019901287931850135,0.165385475387182,False,3e-05,5
LLaMA-3-3B,openbook,9-877,0,7,0.0,True,-0.13714192245579146,0.1363549374846196,0.27349685994041106,False,3e-05,3
LLaMA-3-3B,openbook,7-372,0,12,0.0,True,-0.607652038525712,0.23705066769904695,0.844702706224759,False,3e-05,3
LLaMA-3-3B,openbook,9-1186,0,6,0.0,True,0.7008092897023283,0.7227809423950589,0.021971652692730635,True,3e-05,4
LLaMA-3-3B,openbook,8-464,0,15,0.0,False,0.4263403749144957,0.42880743060175214,0.0024670556872564225,False,3e-05,2
LLaMA-3-3B,openbook,1309,0,6,0.0,True,-0.13771810587628938,0.08165079207036466,0.21936889794665404,False,3e-05,3
LLaMA-3-3B,openbook,9-528,0,6,0.0,True,0.6498905393922845,0.9796605948592008,0.32977005546691635,True,3e-05,4
LLaMA-3-3B,openbook,9-1087,0,10,0.0,True,0.5015026657246173,0.7899420247279505,0.2884393590033331,True,3e-05,4
LLaMA-3-3B,openbook,9-1134,0,5,0.0,False,-0.014802841243307776,0.010925737392742255,0.02572857863605003,False,3e-05,3
LLaMA-3-3B,openbook,1835,0,5,0.0,True,0.9911878123145448,0.9986482863989918,0.007460474084447068,True,3e-05,4
LLaMA-3-3B,openbook,7-852,0,4,0.0,True,0.503291457575008,0.5089068388317532,0.005615381256745226,True,3e-05,5
LLaMA-3-3B,openbook,1955,0,6,0.0,True,0.890145020913839,0.8901617166920637,1.6695778224758817e-05,True,3e-05,5
LLaMA-3-3B,openbook,1568,0,4,0.0,False,-0.2853911499366486,0.7011284345357685,0.986519584472417,True,3e-05,4
LLaMA-3-3B,openbook,9-32,0,5,0.0,True,0.5788050775801572,0.7152384197008885,0.13643334212073133,True,3e-05,4
LLaMA-3-3B,openbook,9-317,0,8,0.0,True,0.80622061044516,0.8329241127409815,0.026703502295821573,True,3e-05,3
LLaMA-3-3B,openbook,767,0,12,0.0,False,0.1468759522580544,0.6688886911609205,0.5220127389028661,True,3e-05,4
LLaMA-3-3B,openbook,810,0,6,0.0,True,0.4089911778637781,0.5859787138720518,0.17698753600827372,True,3e-05,4
